EVENT_TYPE	CATEGORY	TERM	CODE
OBS	RECURRENT_UTI	UTI - Urinary tract infection	68566005
MED	LAXATIVES	Senna 7.5mg tablets	42358311000001104
OBS	URINE_LAB_ABNORMALITIES	Urinalysis = abnormal	167222005
OBS	URINE_LAB_ABNORMALITIES	Urine protein test = ++	167276005
OBS	LUTS	Increased frequency of urination	162116003
OBS	URINE_LAB_ABNORMALITIES	Urine microscopy: pus cells	1041881000000101
OBS	URINE_LAB_ABNORMALITIES	Epithelial cell count	992871000000105
OBS	URINE_INVESTIGATIONS	Mid stream urine sent to laboratory	167223000
OBS	IMAGING	Computed tomography	77477000
OBS	URINE_LAB_ABNORMALITIES	Urine microscopy: red cells	1038641000000104
OBS	URINE_LAB_ABNORMALITIES	Urine Microscopy: white cells	271350002
OBS	LUTS	Urgent desire to urinate	75088002
OBS	URINE_LAB_ABNORMALITIES	Sample microscopy: epithelial cells	999411000000105
OBS	URINE_LAB_ABNORMALITIES	Urine protein test = +	167275009
OBS	URINE_INVESTIGATIONS	Urine sent for culture	168338000
MED	IRON_SUPPLEMENTS	Ferrous sulfate 200mg tablets	41985211000001104
OBS	URINE_INVESTIGATIONS	MSU sent for C/S	168336001
OBS	HAEMATOLOGY	Activated partial thromboplastin time	852511000000103
OBS	URINE_LAB_ABNORMALITIES	Organism count	992821000000106
OBS	URINE_LAB_ABNORMALITIES	Urine looks cloudy	7766007
OBS	URINE_LAB_ABNORMALITIES	Urine microscopy: epithelial cells	167354004
MED	LAXATIVES	Lactulose 3.1-3.7g/5ml oral solution	42354411000001104
MED	OPIOID_ANALGESICS	Tramadol 50mg capsules	42017811000001104
OBS	URINE_LAB_ABNORMALITIES	Urine blood test = +	167300001
OBS	HAEMATOLOGY	Activated partial thromboplastin time ratio	1001421000000107
MED	OPIOID_ANALGESICS	Co-codamol 30mg/500mg tablets	42009811000001104
MED	OPIOID_ANALGESICS	Codeine 15mg tablets	42010311000001104
OBS	RECURRENT_UTI	Suspected UTI (urinary tract infection)	314940005
MED	OPIOID_ANALGESICS	Codeine 30mg tablets	42010411000001104
OBS	LUTS	Nocturia	981411000006101
OBS	URINE_LAB_ABNORMALITIES	Urine protein test = trace	167274008
OBS	URINE_LAB_ABNORMALITIES	Urine microscopy: hyaline casts	1038661000000103
OBS	HAEMATOLOGY	Prothrombin time	852471000000107
OBS	URINE_LAB_ABNORMALITIES	Finding related to casts on urine microscopy	365689007
OBS	PSA	PSA (prostate-specific antigen) level	1030791000000100
OBS	ATRIAL_FIBRILLATION	Atrial fibrillation annual review	248411000000105
OBS	HAEMATOLOGY	International normalised ratio	165581004
OBS	RENAL	Estimated creatinine clearance (Cockcroft-Gault formula)	968191000000100
OBS	RECURRENT_UTI	Urinary tract infection, site not specified	68566005
OBS	IMAGING	Ultrasound scan	16310003
OBS	IMAGING	Refer for ultrasound investigation	183831007
OBS	DIABETES	CHA2DS2-VASc (congestive heart failure, hypertension, age 2, diabetes mellitus, stroke 2, vascular disease, age, sex cat	735259005
OBS	INFLAMMATORY	Serum CRP (C reactive protein) level	1001371000000100
OBS	HAEMATOLOGY	Platelet count	1022651000000100
OBS	URINE_INVESTIGATIONS	Urinary microscopy, culture and sensitivities	995581000000104
OBS	URINE_INVESTIGATIONS	Urine dipstick test	1007881000000101
OBS	URINE_LAB_ABNORMALITIES	Urine dipstick leucocytes negative	858021000006107
OBS	URINE_INVESTIGATIONS	Urine dipstick leucocytes positive	858011000006104
OBS	URINE_INVESTIGATIONS	Urine sample obtained	313335001
OBS	URINE_LAB_ABNORMALITIES	Urine nitrite positive	314137006
OBS	URINE_INVESTIGATIONS	Urine sample sent to Lab	165339009
